Threat Category,Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels
Malware,APT-28,Network,Russia,0.82,4,Monitor for Phishing,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing
DDoS,Lazarus Group,Email,Global,0.99,5,Patch Vulnerability,5,phishing email with malicious link,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing
DDoS,Anonymous,Network,Global,0.88,4,Quarantine,4,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Malware
Ransomware,Lazarus Group,Email,Germany,0.72,2,Quarantine,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware
DDoS,Unknown,Email,North Korea,0.72,5,Increase Web Security,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",DDoS
Ransomware,Unknown,Network,Global,0.81,4,Monitor for Phishing,4,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware
Ransomware,Lazarus Group,Network,USA,0.83,4,Quarantine,1,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing
Ransomware,Lazarus Group,Web,North Korea,0.75,5,Increase Web Security,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware
Ransomware,APT-28,Web,North Korea,0.82,2,Patch Vulnerability,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing
Ransomware,Lazarus Group,Network,Global,0.51,4,Increase Web Security,2,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
Phishing,APT-28,Email,North Korea,0.71,5,Increase Web Security,3,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Ransomware
DDoS,Unknown,Email,Global,0.64,2,Quarantine,1,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS
Ransomware,APT-28,Email,Russia,0.56,5,Quarantine,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing
Malware,Lazarus Group,Email,Germany,0.55,5,Quarantine,5,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing
DDoS,Unknown,Email,Russia,0.8,4,Increase Web Security,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",DDoS
DDoS,Anonymous,Web,Global,0.76,2,Patch Vulnerability,4,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing
Ransomware,APT-28,Network,Global,0.63,4,Monitor for Phishing,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Malware
Phishing,Unknown,Web,Russia,0.74,1,Increase Web Security,1,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS
Ransomware,APT-28,Email,USA,0.75,1,Quarantine,4,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS
Phishing,Unknown,Email,USA,0.6,2,Monitor for Phishing,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",DDoS
Malware,Unknown,Email,USA,0.83,5,Patch Vulnerability,1,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware
DDoS,APT-28,Email,Global,0.89,4,Monitor for Phishing,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware
Malware,Anonymous,Network,North Korea,0.9,4,Quarantine,4,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",DDoS
Phishing,Unknown,Email,Global,0.8,2,Increase Web Security,4,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Ransomware
Phishing,Unknown,Network,North Korea,0.76,2,Increase Web Security,1,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing
Malware,Unknown,Email,Russia,0.53,1,Quarantine,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware
Phishing,Anonymous,Network,Germany,0.64,3,Increase Web Security,4,malware detected in email attachment,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Ransomware
Malware,Anonymous,Web,North Korea,0.55,2,Quarantine,3,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware
DDoS,Lazarus Group,Email,USA,0.98,3,Increase Web Security,4,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",DDoS
Malware,APT-28,Network,Global,0.57,2,Increase Web Security,2,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Ransomware
DDoS,Anonymous,Web,Russia,0.58,5,Increase Web Security,4,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing
Malware,APT-28,Email,USA,0.94,5,Patch Vulnerability,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing
Phishing,Lazarus Group,Email,Russia,0.97,1,Patch Vulnerability,4,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing
Malware,APT-28,Email,Germany,0.88,1,Quarantine,1,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Malware
Phishing,Anonymous,Network,Global,0.5,3,Patch Vulnerability,4,phishing email with malicious link,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing
Malware,APT-28,Network,Global,0.5,2,Quarantine,5,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing
Malware,Anonymous,Web,Germany,0.69,4,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Ransomware
Ransomware,APT-28,Network,Global,0.57,1,Monitor for Phishing,3,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Ransomware
Phishing,Anonymous,Network,North Korea,0.51,4,Patch Vulnerability,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",DDoS
Ransomware,Anonymous,Email,Russia,0.73,4,Monitor for Phishing,2,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware
Phishing,APT-28,Email,USA,0.97,2,Monitor for Phishing,1,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware
Ransomware,Lazarus Group,Email,Germany,0.66,3,Increase Web Security,3,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing
DDoS,Unknown,Email,North Korea,0.83,2,Increase Web Security,4,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS
Malware,Lazarus Group,Email,USA,0.83,1,Quarantine,1,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware
Phishing,APT-28,Email,USA,0.63,4,Monitor for Phishing,1,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Malware
Phishing,Lazarus Group,Email,Germany,0.83,2,Quarantine,1,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware
Malware,Anonymous,Web,North Korea,0.61,2,Quarantine,1,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing
Phishing,Unknown,Web,USA,0.56,2,Monitor for Phishing,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Malware
Phishing,APT-28,Web,USA,0.85,1,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing
Ransomware,APT-28,Web,North Korea,0.56,3,Monitor for Phishing,5,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Ransomware
Phishing,APT-28,Email,Global,1,2,Increase Web Security,1,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing
DDoS,Unknown,Web,USA,0.59,1,Monitor for Phishing,3,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware
DDoS,Anonymous,Email,Russia,0.8,4,Patch Vulnerability,3,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing
Malware,APT-28,Web,North Korea,0.71,5,Quarantine,1,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
Phishing,Lazarus Group,Network,USA,0.56,1,Quarantine,2,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Ransomware
Malware,APT-28,Web,Germany,0.51,5,Increase Web Security,1,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Malware
DDoS,APT-28,Web,Russia,0.81,2,Increase Web Security,2,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
Phishing,APT-28,Email,USA,0.9,2,Increase Web Security,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Phishing
Phishing,APT-28,Web,Russia,0.92,1,Quarantine,2,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",DDoS
Malware,Anonymous,Network,Russia,0.74,5,Increase Web Security,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware
DDoS,Lazarus Group,Email,Global,0.89,2,Monitor for Phishing,1,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Malware
Phishing,Anonymous,Email,Russia,0.84,4,Quarantine,2,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",DDoS
Malware,Lazarus Group,Web,Global,0.86,3,Patch Vulnerability,4,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing
DDoS,APT-28,Email,North Korea,0.75,3,Quarantine,5,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",DDoS
Malware,Unknown,Email,Global,0.82,2,Monitor for Phishing,3,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Ransomware
Ransomware,Anonymous,Email,Germany,0.9,5,Monitor for Phishing,2,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing
Phishing,Unknown,Email,USA,0.7,2,Increase Web Security,2,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing
Ransomware,Anonymous,Email,North Korea,0.9,5,Quarantine,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Phishing
DDoS,APT-28,Email,North Korea,0.8,4,Quarantine,2,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",DDoS
Ransomware,Anonymous,Network,Germany,0.58,5,Quarantine,3,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Malware
Ransomware,APT-28,Web,Global,0.51,2,Patch Vulnerability,1,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Malware
DDoS,Anonymous,Network,USA,0.68,4,Increase Web Security,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware
Malware,APT-28,Email,Global,0.77,1,Monitor for Phishing,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Ransomware
Ransomware,APT-28,Email,Russia,0.92,3,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Ransomware
Malware,Lazarus Group,Web,Global,0.56,2,Increase Web Security,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Malware
Ransomware,APT-28,Network,North Korea,0.9,2,Monitor for Phishing,5,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing
Malware,Lazarus Group,Web,USA,0.93,2,Monitor for Phishing,1,phishing email with malicious link,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware
DDoS,APT-28,Network,Global,0.58,4,Increase Web Security,4,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware
Ransomware,Unknown,Email,USA,0.93,1,Monitor for Phishing,1,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing
DDoS,APT-28,Web,USA,1,5,Quarantine,1,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing
Ransomware,Unknown,Web,Russia,0.86,1,Patch Vulnerability,2,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Phishing
DDoS,Unknown,Email,Russia,0.89,4,Increase Web Security,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Ransomware
DDoS,APT-28,Web,North Korea,1,2,Patch Vulnerability,4,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Ransomware
Ransomware,Unknown,Network,Germany,0.8,3,Monitor for Phishing,5,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS
Ransomware,Lazarus Group,Network,USA,0.65,2,Monitor for Phishing,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
Ransomware,Anonymous,Network,Germany,0.92,5,Quarantine,2,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
Phishing,APT-28,Network,North Korea,0.81,3,Increase Web Security,4,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",DDoS
Malware,Unknown,Email,USA,0.79,2,Monitor for Phishing,3,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS
